"","V","p.value","-log10(p)","FDR"
"Com_5838_pos",69,0.16549,0.78122,0.65589
"Com_584_pos",43,0.63053,0.20029,0.91112
"Com_5855_pos",65,0.27986,0.55306,0.73906
"Com_585_pos",48,0.9118,0.040102,0.99065
"Com_5866_pos",31,0.16549,0.78122,0.65589
"Com_5867_pos",41,0.52885,0.27667,0.86844
"Com_5876_pos",37,0.35268,0.45262,0.793
"Com_589_pos",74,0.075256,1.1235,0.50326
"Com_5901_pos",68,0.19032,0.72052,0.68218
"Com_5902_pos",41,0.52885,0.27667,0.86844
"Com_5922_pos",47,0.85343,0.068833,0.98294
"Com_593_pos",56,0.68421,0.16481,0.92418
"Com_5943_pos",40,0.48125,0.31763,0.85132
"Com_5958_pos",41,0.52885,0.27667,0.86844
"Com_5989_pos",78,0.035463,1.4502,0.41156
"Com_6000_pos",60,0.48125,0.31763,0.85132
"Com_6003_pos",53,0.85343,0.068833,0.98294
"Com_6012_pos",81,0.018543,1.7318,0.3287
"Com_6013_pos",68,0.19032,0.72052,0.68218
"Com_6014_pos",52,0.9118,0.040102,0.99065
"Com_6025_pos",33,0.21756,0.66242,0.70646
"Com_6034_pos",52,0.9118,0.040102,0.99065
"Com_6044_pos",58,0.57874,0.23752,0.88784
"Com_605_pos",71,0.12301,0.91008,0.59614
"Com_6067_pos",37,0.35268,0.45262,0.793
"Com_6071_pos",34,0.24745,0.60651,0.71394
"Com_607_pos",22,0.035463,1.4502,0.41156
"Com_608_pos",56,0.68421,0.16481,0.92418
"Com_6099_pos",68,0.19032,0.72052,0.68218
"Com_6101_pos",49,0.97051,0.012999,0.99948
"Com_6103_pos",45,0.73936,0.13114,0.94633
"Com_610_pos",31,0.16549,0.78122,0.65589
"Com_6127_pos",50,1,0,1
"Com_613_pos",72,0.10512,0.9783,0.55409
"Com_6144_pos",72,0.10512,0.9783,0.55409
"Com_6148_pos",31,0.16549,0.78122,0.65589
"Com_6154_pos",72,0.10512,0.9783,0.55409
"Com_6163_pos",41,0.52885,0.27667,0.86844
"Com_616_pos",38,0.39305,0.40555,0.79969
"Com_6202_pos",42,0.57874,0.23752,0.88784
"Com_6205_pos",60,0.48125,0.31763,0.85132
"Com_6209_pos",60,0.48125,0.31763,0.85132
"Com_620_pos",36,0.315,0.50169,0.76474
"Com_6210_pos",67,0.21756,0.66242,0.70646
"Com_6218_pos",55,0.73936,0.13114,0.94633
"Com_621_pos",59,0.52885,0.27667,0.86844
"Com_6220_pos",63,0.35268,0.45262,0.793
"Com_6229_pos",42,0.57874,0.23752,0.88784
"Com_6233_pos",35,0.27986,0.55306,0.73906
"Com_623_pos",70,0.14314,0.84424,0.63324
"Com_625_pos",55,0.73936,0.13114,0.94633
"Com_6276_pos",80,0.023231,1.6339,0.35365
"Com_6279_pos",69,0.16549,0.78122,0.65589
"Com_6284_pos",65,0.27986,0.55306,0.73906
"Com_6295_pos",38,0.39305,0.40555,0.79969
"Com_6296_pos",64,0.315,0.50169,0.76474
"Com_6313_pos",82,0.01469,1.833,0.3287
"Com_631_pos",51,0.97051,0.012999,0.99948
"Com_632_pos",71,0.12301,0.91008,0.59614
"Com_6332_pos",14,0.005196,2.2843,0.22792
"Com_6339_pos",48,0.9118,0.040102,0.99065
"Com_635_pos",8,0.00072528,3.1395,0.14439
"Com_6384_pos",40,0.48125,0.31763,0.85132
"Com_6405_pos",57,0.63053,0.20029,0.91112
"Com_6408_pos",38,0.39305,0.40555,0.79969
"Com_6429_pos",72,0.10512,0.9783,0.55409
"Com_6437_pos",71,0.12301,0.91008,0.59614
"Com_6439_pos",63,0.35268,0.45262,0.793
"Com_643_pos",70,0.14314,0.84424,0.63324
"Com_6445_pos",62,0.39305,0.40555,0.79969
"Com_6451_pos",50,1,0,1
"Com_6453_pos",68,0.19032,0.72052,0.68218
"Com_6461_pos",15,0.0068415,2.1649,0.25294
"Com_6471_pos",90,0.0015047,2.8226,0.1656
"Com_6480_pos",48,0.9118,0.040102,0.99065
"Com_6487_pos",14,0.005196,2.2843,0.22792
"Com_6498_pos",49,0.97051,0.012999,0.99948
"Com_649_pos",48,0.9118,0.040102,0.99065
"Com_6502_pos",45,0.73936,0.13114,0.94633
"Com_650_pos",42,0.57874,0.23752,0.88784
"Com_6537_pos",60,0.48125,0.31763,0.85132
"Com_653_pos",59,0.52885,0.27667,0.86844
"Com_6552_pos",46,0.79594,0.099122,0.97073
"Com_6571_pos",12,0.0028795,2.5407,0.1656
"Com_65_pos",45,0.73936,0.13114,0.94633
"Com_660_pos",40,0.48125,0.31763,0.85132
"Com_661_pos",37,0.35268,0.45262,0.793
"Com_6621_pos",63,0.35268,0.45262,0.793
"Com_6628_pos",48,0.9118,0.040102,0.99065
"Com_6638_pos",68,0.19032,0.72052,0.68218
"Com_6639_pos",43,0.63053,0.20029,0.91112
"Com_6642_pos",37,0.35268,0.45262,0.793
"Com_6643_pos",31,0.16549,0.78122,0.65589
"Com_6644_pos",40,0.48125,0.31763,0.85132
"Com_6654_pos",56,0.68421,0.16481,0.92418
"Com_6659_pos",73,0.08921,1.0496,0.52234
"Com_6688_pos",57,0.63053,0.20029,0.91112
"Com_668_pos",65,0.27986,0.55306,0.73906
"Com_66_pos",51,0.97051,0.012999,0.99948
"Com_6701_pos",39,0.43587,0.36064,0.83189
"Com_6703_pos",49,0.97051,0.012999,0.99948
"Com_6709_pos",65,0.27986,0.55306,0.73906
"Com_6719_pos",70,0.14314,0.84424,0.63324
"Com_6723_pos",59,0.52885,0.27667,0.86844
"Com_672_pos",67,0.21756,0.66242,0.70646
"Com_6739_pos",71,0.12301,0.91008,0.59614
"Com_6742_pos",77,0.043257,1.3639,0.4356
"Com_6745_pos",41,0.52885,0.27667,0.86844
"Com_675_pos",90,0.0015047,2.8226,0.1656
"Com_6761_pos",32,0.19032,0.72052,0.68218
"Com_6770_pos",32,0.19032,0.72052,0.68218
"Com_6774_pos",48,0.9118,0.040102,0.99065
"Com_6783_pos",56,0.68421,0.16481,0.92418
"Com_6786_pos",56,0.68421,0.16481,0.92418
"Com_6792_pos",50,1,0,1
"Com_6798_pos",67,0.21756,0.66242,0.70646
"Com_67_pos",59,0.52885,0.27667,0.86844
"Com_6802_pos",43,0.63053,0.20029,0.91112
"Com_6808_pos",52,0.9118,0.040102,0.99065
"Com_6824_pos",32,0.19032,0.72052,0.68218
"Com_6825_pos",29,0.12301,0.91008,0.59614
"Com_6842_pos",58,0.57874,0.23752,0.88784
"Com_6844_pos",55,0.73936,0.13114,0.94633
"Com_686_pos",44,0.68421,0.16481,0.92418
"Com_6879_pos",58,0.57874,0.23752,0.88784
"Com_6888_pos",82,0.01469,1.833,0.3287
"Com_68_pos",44,0.68421,0.16481,0.92418
"Com_6905_pos",25,0.063013,1.2006,0.4868
"Com_6910_pos",88,0.0028795,2.5407,0.1656
"Com_6917_pos",59,0.52885,0.27667,0.86844
"Com_6919_pos",80,0.023231,1.6339,0.35365
"Com_6932_pos",78,0.035463,1.4502,0.41156
"Com_6939_pos",57,0.63053,0.20029,0.91112
"Com_6945_pos",51,0.97051,0.012999,0.99948
"Com_6946_pos",39,0.43587,0.36064,0.83189
"Com_6948_pos",60,0.48125,0.31763,0.85132
"Com_6951_pos",75,0.063013,1.2006,0.4868
"Com_6955_pos",73,0.08921,1.0496,0.52234
"Com_6957_pos",65,0.27986,0.55306,0.73906
"Com_6958_pos",14,0.005196,2.2843,0.22792
"Com_6969_pos",50,1,0,1
"Com_6977_pos",61,0.43587,0.36064,0.83189
"Com_697_pos",62,0.39305,0.40555,0.79969
"Com_6982_pos",53,0.85343,0.068833,0.98294
"Com_698_pos",52,0.9118,0.040102,0.99065
"Com_6992_pos",63,0.35268,0.45262,0.793
"Com_6996_pos",68,0.19032,0.72052,0.68218
"Com_699_pos",68,0.19032,0.72052,0.68218
"Com_69_pos",51,0.97051,0.012999,0.99948
"Com_7000_pos",57,0.63053,0.20029,0.91112
"Com_7005_pos",47,0.85343,0.068833,0.98294
"Com_7006_pos",58,0.57874,0.23752,0.88784
"Com_700_pos",47,0.85343,0.068833,0.98294
"Com_7023_pos",37,0.35268,0.45262,0.793
"Com_7037_pos",29,0.12301,0.91008,0.59614
"Com_7045_pos",88,0.0028795,2.5407,0.1656
"Com_7048_pos",88,0.0028795,2.5407,0.1656
"Com_7064_pos",53,0.85343,0.068833,0.98294
"Com_7085_pos",66,0.24745,0.60651,0.71394
"Com_7088_pos",55,0.73936,0.13114,0.94633
"Com_70_pos",39,0.43587,0.36064,0.83189
"Com_710_pos",38,0.39305,0.40555,0.79969
"Com_711_pos",22,0.035463,1.4502,0.41156
"Com_7134_pos",81,0.018543,1.7318,0.3287
"Com_7140_pos",83,0.011496,1.9394,0.28886
"Com_7154_pos",43,0.63053,0.20029,0.91112
"Com_7178_pos",27,0.08921,1.0496,0.52234
"Com_7180_pos",75,0.063013,1.2006,0.4868
"Com_7209_pos",26,0.075256,1.1235,0.50326
"Com_7212_pos",68,0.19032,0.72052,0.68218
"Com_7240_pos",53,0.85343,0.068833,0.98294
"Com_7258_pos",62,0.39305,0.40555,0.79969
"Com_725_pos",73,0.08921,1.0496,0.52234
"Com_726_pos",67,0.21756,0.66242,0.70646
"Com_7273_pos",42,0.57874,0.23752,0.88784
"Com_7280_pos",69,0.16549,0.78122,0.65589
"Com_7311_pos",89,0.0020892,2.68,0.1656
"Com_7313_pos",54,0.79594,0.099122,0.97073
"Com_7316_pos",54,0.79594,0.099122,0.97073
"Com_7322_pos",68,0.19032,0.72052,0.68218
"Com_7327_pos",29,0.12301,0.91008,0.59614
"Com_7336_pos",44,0.68421,0.16481,0.92418
"Com_7341_pos",44,0.68421,0.16481,0.92418
"Com_7366_pos",65,0.27986,0.55306,0.73906
"Com_736_pos",44,0.68421,0.16481,0.92418
"Com_7375_pos",60,0.48125,0.31763,0.85132
"Com_7379_pos",64,0.315,0.50169,0.76474
"Com_7390_pos",95,0.00020568,3.6868,0.10506
"Com_7396_pos",21,0.028806,1.5405,0.38035
"Com_7398_pos",53,0.85343,0.068833,0.98294
"Com_739_pos",52,0.9118,0.040102,0.99065
"Com_7400_pos",69,0.16549,0.78122,0.65589
"Com_7402_pos",48,0.9118,0.040102,0.99065
"Com_7405_pos",74,0.075256,1.1235,0.50326
"Com_7406_pos",89,0.0020892,2.68,0.1656
"Com_7431_pos",59,0.52885,0.27667,0.86844
"Com_7442_pos",53,0.85343,0.068833,0.98294
"Com_7449_pos",60,0.48125,0.31763,0.85132
"Com_7455_pos",67,0.21756,0.66242,0.70646
"Com_7464_pos",51,0.97051,0.012999,0.99948
"Com_7467_pos",63,0.35268,0.45262,0.793
"Com_7476_pos",64,0.315,0.50169,0.76474
"Com_7483_pos",25,0.063013,1.2006,0.4868
"Com_7496_pos",79,0.028806,1.5405,0.38035
"Com_7497_pos",45,0.73936,0.13114,0.94633
"Com_7499_pos",38,0.39305,0.40555,0.79969
"Com_74_pos",39,0.43587,0.36064,0.83189
"Com_7505_pos",58,0.57874,0.23752,0.88784
"Com_7518_pos",32,0.19032,0.72052,0.68218
"Com_7536_pos",82,0.01469,1.833,0.3287
"Com_7545_pos",38,0.39305,0.40555,0.79969
"Com_7548_pos",76,0.052426,1.2805,0.46149
"Com_7555_pos",56,0.68421,0.16481,0.92418
"Com_7567_pos",59,0.52885,0.27667,0.86844
"Com_7571_pos",68,0.19032,0.72052,0.68218
"Com_7581_pos",81,0.018543,1.7318,0.3287
"Com_7585_pos",69,0.16549,0.78122,0.65589
"Com_7594_pos",27,0.08921,1.0496,0.52234
"Com_7596_pos",55,0.73936,0.13114,0.94633
"Com_7600_pos",27,0.08921,1.0496,0.52234
"Com_7606_pos",57,0.63053,0.20029,0.91112
"Com_7610_pos",66,0.24745,0.60651,0.71394
"Com_7648_pos",35,0.27986,0.55306,0.73906
"Com_7651_pos",67,0.21756,0.66242,0.70646
"Com_7654_pos",49,0.97051,0.012999,0.99948
"Com_7655_pos",62,0.39305,0.40555,0.79969
"Com_7658_pos",50,1,0,1
"Com_7661_pos",42,0.57874,0.23752,0.88784
"Com_7670_pos",58,0.57874,0.23752,0.88784
"Com_7671_pos",74,0.075256,1.1235,0.50326
"Com_7675_pos",55,0.73936,0.13114,0.94633
"Com_7687_pos",55,0.73936,0.13114,0.94633
"Com_7704_pos",64,0.315,0.50169,0.76474
"Com_7707_pos",43,0.63053,0.20029,0.91112
"Com_7708_pos",53,0.85343,0.068833,0.98294
"Com_770_pos",67,0.21756,0.66242,0.70646
"Com_7723_pos",56,0.68421,0.16481,0.92418
"Com_7725_pos",64,0.315,0.50169,0.76474
"Com_773_pos",50,1,0,1
"Com_7764_pos",37,0.35268,0.45262,0.793
"Com_7771_pos",50,1,0,1
"Com_7781_pos",49,0.97051,0.012999,0.99948
"Com_7783_pos",77,0.043257,1.3639,0.4356
"Com_7785_pos",77,0.043257,1.3639,0.4356
"Com_7793_pos",49,0.97051,0.012999,0.99948
"Com_7794_pos",33,0.21756,0.66242,0.70646
"Com_779_pos",39,0.43587,0.36064,0.83189
"Com_7800_pos",57,0.63053,0.20029,0.91112
"Com_7806_pos",55,0.73936,0.13114,0.94633
"Com_7831_pos",48,0.9118,0.040102,0.99065
"Com_7838_pos",16,0.0089307,2.0491,0.28886
"Com_7841_pos",39,0.43587,0.36064,0.83189
"Com_7863_pos",34,0.24745,0.60651,0.71394
"Com_7872_pos",34,0.24745,0.60651,0.71394
"Com_7874_pos",42,0.57874,0.23752,0.88784
"Com_7878_pos",49,0.97051,0.012999,0.99948
"Com_7889_pos",46,0.79594,0.099122,0.97073
"Com_78_pos",62,0.39305,0.40555,0.79969
"Com_7908_pos",46,0.79594,0.099122,0.97073
"Com_7923_pos",68,0.19032,0.72052,0.68218
"Com_7928_pos",57,0.63053,0.20029,0.91112
"Com_792_pos",38,0.39305,0.40555,0.79969
"Com_7930_pos",27,0.08921,1.0496,0.52234
"Com_7949_pos",44,0.68421,0.16481,0.92418
"Com_7983_pos",66,0.24745,0.60651,0.71394
"Com_7990_pos",66,0.24745,0.60651,0.71394
"Com_7991_pos",50,1,0,1
"Com_79_pos",65,0.27986,0.55306,0.73906
"Com_8001_pos",46,0.79594,0.099122,0.97073
"Com_8007_pos",42,0.57874,0.23752,0.88784
"Com_8049_pos",65,0.27986,0.55306,0.73906
"Com_8059_pos",42,0.57874,0.23752,0.88784
"Com_8075_pos",40,0.48125,0.31763,0.85132
"Com_8082_pos",44,0.68421,0.16481,0.92418
"Com_8087_pos",38,0.39305,0.40555,0.79969
"Com_808_pos",51,0.97051,0.012999,0.99948
"Com_810_pos",31,0.16549,0.78122,0.65589
"Com_811_pos",38,0.39305,0.40555,0.79969
"Com_8148_pos",58,0.57874,0.23752,0.88784
"Com_814_pos",60,0.48125,0.31763,0.85132
"Com_8156_pos",54,0.79594,0.099122,0.97073
"Com_8159_pos",66,0.24745,0.60651,0.71394
"Com_8161_pos",52,0.9118,0.040102,0.99065
"Com_8176_pos",26,0.075256,1.1235,0.50326
"Com_817_pos",38,0.39305,0.40555,0.79969
"Com_8208_pos",38,0.39305,0.40555,0.79969
"Com_8219_pos",64,0.315,0.50169,0.76474
"Com_821_pos",56,0.68421,0.16481,0.92418
"Com_8240_pos",58,0.57874,0.23752,0.88784
"Com_8248_pos",58,0.57874,0.23752,0.88784
"Com_8258_pos",57,0.63053,0.20029,0.91112
"Com_8262_pos",69,0.16549,0.78122,0.65589
"Com_8272_pos",76,0.052426,1.2805,0.46149
"Com_8295_pos",41,0.52885,0.27667,0.86844
"Com_833_pos",47,0.85343,0.068833,0.98294
"Com_8340_pos",46,0.79594,0.099122,0.97073
"Com_8341_pos",43,0.63053,0.20029,0.91112
"Com_8357_pos",47,0.85343,0.068833,0.98294
"Com_8360_pos",47,0.85343,0.068833,0.98294
"Com_8384_pos",53,0.85343,0.068833,0.98294
"Com_8385_pos",35,0.27986,0.55306,0.73906
"Com_8397_pos",63,0.35268,0.45262,0.793
"Com_839_pos",49,0.97051,0.012999,0.99948
"Com_8407_pos",66,0.24745,0.60651,0.71394
"Com_840_pos",41,0.52885,0.27667,0.86844
"Com_8410_pos",62,0.39305,0.40555,0.79969
"Com_8415_pos",76,0.052426,1.2805,0.46149
"Com_8416_pos",95,0.00020568,3.6868,0.10506
"Com_8425_pos",37,0.35268,0.45262,0.793
"Com_8436_pos",51,0.97051,0.012999,0.99948
"Com_8445_pos",45,0.73936,0.13114,0.94633
"Com_8447_pos",78,0.035463,1.4502,0.41156
"Com_8451_pos",49,0.97051,0.012999,0.99948
"Com_8452_pos",30,0.14314,0.84424,0.63324
"Com_8454_pos",55,0.73936,0.13114,0.94633
"Com_8462_pos",41,0.52885,0.27667,0.86844
"Com_8468_pos",66,0.24745,0.60651,0.71394
"Com_8469_pos",60,0.48125,0.31763,0.85132
"Com_8471_pos",52,0.9118,0.040102,0.99065
"Com_847_pos",46,0.79594,0.099122,0.97073
"Com_84_pos",55,0.73936,0.13114,0.94633
"Com_8503_pos",14,0.005196,2.2843,0.22792
"Com_8516_pos",50,1,0,1
"Com_8517_pos",54,0.79594,0.099122,0.97073
"Com_8526_pos",32,0.19032,0.72052,0.68218
"Com_853_pos",79,0.028806,1.5405,0.38035
"Com_8541_pos",88,0.0028795,2.5407,0.1656
"Com_8542_pos",57,0.63053,0.20029,0.91112
"Com_8544_pos",77,0.043257,1.3639,0.4356
"Com_8554_pos",65,0.27986,0.55306,0.73906
"Com_8567_pos",39,0.43587,0.36064,0.83189
"Com_856_pos",77,0.043257,1.3639,0.4356
"Com_857_pos",62,0.39305,0.40555,0.79969
"Com_8583_pos",75,0.063013,1.2006,0.4868
"Com_8596_pos",45,0.73936,0.13114,0.94633
"Com_8597_pos",53,0.85343,0.068833,0.98294
"Com_85_pos",13,0.0038862,2.4105,0.20115
"Com_8601_pos",64,0.315,0.50169,0.76474
"Com_8606_pos",50,1,0,1
"Com_8632_pos",49,0.97051,0.012999,0.99948
"Com_8634_pos",38,0.39305,0.40555,0.79969
"Com_8647_pos",44,0.68421,0.16481,0.92418
"Com_865_pos",61,0.43587,0.36064,0.83189
"Com_8664_pos",34,0.24745,0.60651,0.71394
"Com_8666_pos",64,0.315,0.50169,0.76474
"Com_869_pos",47,0.85343,0.068833,0.98294
"Com_8709_pos",75,0.063013,1.2006,0.4868
"Com_8718_pos",51,0.97051,0.012999,0.99948
"Com_876_pos",69,0.16549,0.78122,0.65589
"Com_8770_pos",74,0.075256,1.1235,0.50326
"Com_8772_pos",41,0.52885,0.27667,0.86844
"Com_8783_pos",72,0.10512,0.9783,0.55409
"Com_8796_pos",73,0.08921,1.0496,0.52234
"Com_8801_pos",58,0.57874,0.23752,0.88784
"Com_8805_pos",53,0.85343,0.068833,0.98294
"Com_8806_pos",33,0.21756,0.66242,0.70646
"Com_8816_pos",25,0.063013,1.2006,0.4868
"Com_8822_pos",66,0.24745,0.60651,0.71394
"Com_8845_pos",39,0.43587,0.36064,0.83189
"Com_8865_pos",60,0.48125,0.31763,0.85132
"Com_8869_pos",81,0.018543,1.7318,0.3287
"Com_8871_pos",74,0.075256,1.1235,0.50326
"Com_8873_pos",52,0.9118,0.040102,0.99065
"Com_8875_pos",75,0.063013,1.2006,0.4868
"Com_8882_pos",89,0.0020892,2.68,0.1656
"Com_888_pos",52,0.9118,0.040102,0.99065
"Com_8895_pos",50,1,0,1
"Com_8896_pos",64,0.315,0.50169,0.76474
"Com_889_pos",64,0.315,0.50169,0.76474
"Com_8907_pos",69,0.16549,0.78122,0.65589
"Com_8915_pos",51,0.97051,0.012999,0.99948
"Com_8920_pos",72,0.10512,0.9783,0.55409
"Com_8922_pos",61,0.43587,0.36064,0.83189
"Com_8928_pos",36,0.315,0.50169,0.76474
"Com_8929_pos",62,0.39305,0.40555,0.79969
"Com_892_pos",44,0.68421,0.16481,0.92418
"Com_893_pos",44,0.68421,0.16481,0.92418
"Com_8967_pos",63,0.35268,0.45262,0.793
"Com_8970_pos",58,0.57874,0.23752,0.88784
"Com_8983_pos",20,0.023231,1.6339,0.35365
"Com_9007_pos",34,0.24745,0.60651,0.71394
"Com_9009_pos",38,0.39305,0.40555,0.79969
"Com_9017_pos",50,1,0,1
"Com_9023_pos",27,0.08921,1.0496,0.52234
"Com_9030_pos",49,0.97051,0.012999,0.99948
"Com_9031_pos",73,0.08921,1.0496,0.52234
"Com_9033_pos",46,0.79594,0.099122,0.97073
"Com_903_pos",52,0.9118,0.040102,0.99065
"Com_9047_pos",45,0.73936,0.13114,0.94633
"Com_9073_pos",66,0.24745,0.60651,0.71394
"Com_9087_pos",42,0.57874,0.23752,0.88784
"Com_909_pos",65,0.27986,0.55306,0.73906
"Com_9101_pos",63,0.35268,0.45262,0.793
"Com_9110_pos",65,0.27986,0.55306,0.73906
"Com_9112_pos",42,0.57874,0.23752,0.88784
"Com_9119_pos",47,0.85343,0.068833,0.98294
"Com_9121_pos",59,0.52885,0.27667,0.86844
"Com_9139_pos",40,0.48125,0.31763,0.85132
"Com_9155_pos",49,0.97051,0.012999,0.99948
"Com_9162_pos",66,0.24745,0.60651,0.71394
"Com_9176_pos",38,0.39305,0.40555,0.79969
"Com_9188_pos",46,0.79594,0.099122,0.97073
"Com_9195_pos",60,0.48125,0.31763,0.85132
"Com_91_pos",49,0.97051,0.012999,0.99948
"Com_9204_pos",82,0.01469,1.833,0.3287
"Com_9205_pos",50,1,0,1
"Com_9207_pos",66,0.24745,0.60651,0.71394
"Com_920_pos",45,0.73936,0.13114,0.94633
"Com_9210_pos",55,0.73936,0.13114,0.94633
"Com_9213_pos",61,0.43587,0.36064,0.83189
"Com_9216_pos",62,0.39305,0.40555,0.79969
"Com_922_pos",30,0.14314,0.84424,0.63324
"Com_9243_pos",79,0.028806,1.5405,0.38035
"Com_9259_pos",41,0.52885,0.27667,0.86844
"Com_9266_pos",17,0.011496,1.9394,0.28886
"Com_9268_pos",54,0.79594,0.099122,0.97073
"Com_9272_pos",60,0.48125,0.31763,0.85132
"Com_9273_pos",57,0.63053,0.20029,0.91112
"Com_9283_pos",34,0.24745,0.60651,0.71394
"Com_9284_pos",51,0.97051,0.012999,0.99948
"Com_9287_pos",51,0.97051,0.012999,0.99948
"Com_9300_pos",56,0.68421,0.16481,0.92418
"Com_9320_pos",42,0.57874,0.23752,0.88784
"Com_9325_pos",50,1,0,1
"Com_932_pos",53,0.85343,0.068833,0.98294
"Com_9337_pos",52,0.9118,0.040102,0.99065
"Com_9354_pos",65,0.27986,0.55306,0.73906
"Com_9358_pos",48,0.9118,0.040102,0.99065
"Com_9363_pos",57,0.63053,0.20029,0.91112
"Com_9365_pos",64,0.315,0.50169,0.76474
"Com_9377_pos",59,0.52885,0.27667,0.86844
"Com_9392_pos",53,0.85343,0.068833,0.98294
"Com_9403_pos",58,0.57874,0.23752,0.88784
"Com_9404_pos",63,0.35268,0.45262,0.793
"Com_942_pos",44,0.68421,0.16481,0.92418
"Com_9469_pos",81,0.018543,1.7318,0.3287
"Com_9472_pos",26,0.075256,1.1235,0.50326
"Com_9476_pos",69,0.16549,0.78122,0.65589
"Com_9485_pos",71,0.12301,0.91008,0.59614
"Com_9490_pos",69,0.16549,0.78122,0.65589
"Com_9492_pos",78,0.035463,1.4502,0.41156
"Com_9495_pos",39,0.43587,0.36064,0.83189
"Com_9499_pos",65,0.27986,0.55306,0.73906
"Com_9500_pos",77,0.043257,1.3639,0.4356
"Com_957_pos",45,0.73936,0.13114,0.94633
"Com_9585_pos",62,0.39305,0.40555,0.79969
"Com_9590_pos",33,0.21756,0.66242,0.70646
"Com_9617_pos",66,0.24745,0.60651,0.71394
"Com_9618_pos",48,0.9118,0.040102,0.99065
"Com_962_pos",40,0.48125,0.31763,0.85132
"Com_963_pos",62,0.39305,0.40555,0.79969
"Com_9640_pos",34,0.24745,0.60651,0.71394
"Com_9646_pos",52,0.9118,0.040102,0.99065
"Com_9651_pos",59,0.52885,0.27667,0.86844
"Com_9656_pos",52,0.9118,0.040102,0.99065
"Com_9663_pos",57,0.63053,0.20029,0.91112
"Com_9666_pos",47,0.85343,0.068833,0.98294
"Com_9669_pos",38,0.39305,0.40555,0.79969
"Com_9670_pos",59,0.52885,0.27667,0.86844
"Com_9677_pos",76,0.052426,1.2805,0.46149
"Com_9682_pos",57,0.63053,0.20029,0.91112
"Com_9704_pos",88,0.0028795,2.5407,0.1656
"Com_9705_pos",47,0.85343,0.068833,0.98294
"Com_9706_pos",74,0.075256,1.1235,0.50326
"Com_970_pos",39,0.43587,0.36064,0.83189
"Com_9729_pos",69,0.16549,0.78122,0.65589
"Com_9756_pos",64,0.315,0.50169,0.76474
"Com_975_pos",65,0.27986,0.55306,0.73906
"Com_9788_pos",65,0.27986,0.55306,0.73906
"Com_97_pos",63,0.35268,0.45262,0.793
"Com_9800_pos",43,0.63053,0.20029,0.91112
"Com_9801_pos",81,0.018543,1.7318,0.3287
"Com_9807_pos",22,0.035463,1.4502,0.41156
"Com_9815_pos",52,0.9118,0.040102,0.99065
"Com_9839_pos",75,0.063013,1.2006,0.4868
"Com_983_pos",43,0.63053,0.20029,0.91112
"Com_9848_pos",56,0.68421,0.16481,0.92418
"Com_9849_pos",28,0.10512,0.9783,0.55409
"Com_9855_pos",53,0.85343,0.068833,0.98294
"Com_9881_pos",65,0.27986,0.55306,0.73906
"Com_9887_pos",38,0.39305,0.40555,0.79969
"Com_988_pos",57,0.63053,0.20029,0.91112
"Com_989_pos",50,1,0,1
"Com_9906_pos",26,0.075256,1.1235,0.50326
"Com_9915_pos",57,0.63053,0.20029,0.91112
"Com_9918_pos",64,0.315,0.50169,0.76474
"Com_9929_pos",69,0.16549,0.78122,0.65589
"Com_992_pos",62,0.39305,0.40555,0.79969
"Com_9932_pos",42,0.57874,0.23752,0.88784
"Com_9934_pos",33,0.21756,0.66242,0.70646
"Com_9950_pos",40,0.48125,0.31763,0.85132
"Com_9961_pos",55,0.73936,0.13114,0.94633
"Com_9972_pos",62,0.39305,0.40555,0.79969
"Com_9988_pos",63,0.35268,0.45262,0.793
"Com_998_pos",64,0.315,0.50169,0.76474
